timeG, dur, perc, X, rGx1, rGy1, rGz1, 
 0002.472656, 000978,  0.978, _,    -00037, 000079, -00035,    
 0002.474609, 000977,  0.977, _,    -00040, 000075, -00038,    
 0002.474609, 000977,  0.977, _,    -00044, 000076, -00034,    
 0002.476562, 000978,  0.978, _,    -00047, 000077, -00031,    
 0002.476562, 000976,  0.976, _,    -00043, 000077, -00033,    
 0002.478516, 000980,  0.980, _,    -00043, 000075, -00034,    
 0002.478516, 000977,  0.977, _,    -00043, 000076, -00030,    
 0002.480469, 000985,  0.985, _,    -00040, 000080, -00028,    
 0002.480469, 000979,  0.979, _,    -00039, 000080, -00030,    
 0002.482422, 000978,  0.978, _,    -00038, 000076, -00032,    
 0002.482422, 000976,  0.976, _,    -00035, 000074, -00037,    
 0002.484375, 000976,  0.976, _,    -00035, 000075, -00037,    
 0002.484375, 000975,  0.975, _,    -00034, 000072, -00031,    
 0002.486328, 000975,  0.975, _,    -00035, 000067, -00027,    
 0002.486328, 000975,  0.975, _,    -00033, 000069, -00028,    
 0002.488281, 000976,  0.976, _,    -00034, 000072, -00028,    
 0002.488281, 000977,  0.977, _,    -00038, 000073, -00028,    
 0002.490234, 000977,  0.977, _,    -00042, 000072, -00032,    
 0002.492188, 000977,  0.977, _,    -00046, 000074, -00035,    
 0002.492188, 000977,  0.977, _,    -00044, 000080, -00034,    
 0002.494141, 000976,  0.976, _,    -00039, 000084, -00031,    
 0002.494141, 000975,  0.975, _,    -00040, 000084, -00030,    
 0002.496094, 000976,  0.976, _,    -00038, 000085, -00033,    
 0002.496094, 000976,  0.976, _,    -00037, 000079, -00034,    
 0002.498047, 000975,  0.975, _,    -00035, 000072, -00032,    
 0002.498047, 000976,  0.976, _,    -00032, 000068, -00028,    
 0002.500000, 000978,  0.978, _,    -00029, 000070, -00030,    
 0002.500000, 000977,  0.977, _,    -00031, 000073, -00035,    
 0002.501953, 000976,  0.976, _,    -00033, 000073, -00037,    
 0002.501953, 000976,  0.976, _,    -00035, 000073, -00033,    
 0002.503906, 000977,  0.977, _,    -00035, 000073, -00025,    
 0002.503906, 000975,  0.975, _,    -00030, 000073, -00023,    
 0002.505859, 000975,  0.975, _,    -00026, 000075, -00028,    
 0002.505859, 000975,  0.975, _,    -00028, 000075, -00028,    
 0002.507812, 000976,  0.976, _,    -00034, 000074, -00028,    
 0002.507812, 000976,  0.976, _,    -00035, 000076, -00032,    
 0002.509766, 000977,  0.977, _,    -00036, 000078, -00033,    
 0002.509766, 000977,  0.977, _,    -00036, 000079, -00033,    
 0002.511719, 000976,  0.976, _,    -00037, 000076, -00034,    
 0002.511719, 000976,  0.976, _,    -00038, 000069, -00033,    
 0002.513672, 000976,  0.976, _,    -00040, 000068, -00033,    
 0002.513672, 000976,  0.976, _,    -00038, 000072, -00035,    
 0002.515625, 000976,  0.976, _,    -00033, 000078, -00037,    
 0002.515625, 000978,  0.978, _,    -00033, 000078, -00038,    
 0002.517578, 000976,  0.976, _,    -00036, 000075, -00036,    
 0002.517578, 000976,  0.976, _,    -00037, 000076, -00030,    
 0002.519531, 000979,  0.979, _,    -00034, 000078, -00030,    
 0002.519531, 000976,  0.976, _,    -00032, 000078, -00034,    
 0002.521484, 000977,  0.977, _,    -00035, 000075, -00037,    
 0002.521484, 000977,  0.977, _,    -00036, 000074, -00035,    
 0002.523438, 000976,  0.976, _,    -00034, 000077, -00034,    
 0002.523438, 000975,  0.975, _,    -00032, 000076, -00035,    
 0002.525391, 000977,  0.977, _,    -00033, 000075, -00036,    
 0002.525391, 000976,  0.976, _,    -00032, 000074, -00034,    
 0002.527344, 000978,  0.978, _,    -00032, 000074, -00031,    
 0002.527344, 000978,  0.978, _,    -00032, 000075, -00032,    
 0002.529297, 000979,  0.979, _,    -00035, 000079, -00035,    
 0002.529297, 000978,  0.978, _,    -00036, 000080, -00040,    
 0002.531250, 000975,  0.975, _,    -00033, 000084, -00039,    
 0002.531250, 000978,  0.978, _,    -00032, 000086, -00035,    
 0002.533203, 000978,  0.978, _,    -00031, 000081, -00032,    
 0002.535156, 000978,  0.978, _,    -00029, 000077, -00033,    
 0002.535156, 000977,  0.977, _,    -00032, 000075, -00039,    
 0002.537109, 000977,  0.977, _,    -00035, 000074, -00038,    
 0002.537109, 000978,  0.978, _,    -00039, 000073, -00037,    
 0002.539062, 000977,  0.977, _,    -00041, 000073, -00036,    
 0002.539062, 000980,  0.980, _,    -00043, 000072, -00032,    
 0002.541016, 000975,  0.975, _,    -00043, 000073, -00032,    
 0002.541016, 000979,  0.979, _,    -00040, 000069, -00039,    
 0002.542969, 000976,  0.976, _,    -00037, 000072, -00039,    
 0002.542969, 000978,  0.978, _,    -00035, 000081, -00033,    
 0002.544922, 000987,  0.987, _,    -00032, 000081, -00033,    
 0002.544922, 000979,  0.979, _,    -00033, 000076, -00037,    
 0002.546875, 000978,  0.978, _,    -00034, 000073, -00045,    
 0002.546875, 000976,  0.976, _,    -00032, 000075, -00044,    
 0002.548828, 000976,  0.976, _,    -00029, 000078, -00039,    
 0002.548828, 000978,  0.978, _,    -00031, 000079, -00037,    
 0002.550781, 000977,  0.977, _,    -00035, 000080, -00032,    
 0002.550781, 000976,  0.976, _,    -00037, 000084, -00027,    
 0002.552734, 000976,  0.976, _,    -00036, 000080, -00023,    
 0002.552734, 000977,  0.977, _,    -00035, 000071, -00026,    
 0002.554688, 000976,  0.976, _,    -00032, 000068, -00031,    
 0002.554688, 000976,  0.976, _,    -00031, 000072, -00031,    
 0002.556641, 000976,  0.976, _,    -00033, 000076, -00022,    
 0002.556641, 000976,  0.976, _,    -00036, 000077, -00019,    
 0002.558594, 000975,  0.975, _,    -00037, 000079, -00027,    
 0002.558594, 000978,  0.978, _,    -00034, 000083, -00034,    
 0002.560547, 000977,  0.977, _,    -00029, 000086, -00034,    
 0002.560547, 000976,  0.976, _,    -00028, 000084, -00033,    
 0002.562500, 000977,  0.977, _,    -00033, 000077, -00029,    
 0002.562500, 000977,  0.977, _,    -00035, 000072, -00029,    
 0002.564453, 000976,  0.976, _,    -00039, 000071, -00035,    
 0002.564453, 000976,  0.976, _,    -00038, 000076, -00038,    
 0002.566406, 000975,  0.975, _,    -00031, 000078, -00036,    
 0002.566406, 000976,  0.976, _,    -00030, 000073, -00033,    
 0002.568359, 000975,  0.975, _,    -00035, 000068, -00031,    
 0002.568359, 000977,  0.977, _,    -00036, 000066, -00032,    
 0002.570312, 000976,  0.976, _,    -00034, 000067, -00031,    
 0002.570312, 000976,  0.976, _,    -00035, 000076, -00030,    
 0002.572266, 000975,  0.975, _,    -00042, 000081, -00030,    
 0002.572266, 000976,  0.976, _,    -00044, 000082, -00028,    
 0002.574219, 000976,  0.976, _,    -00041, 000079, -00029,    
 0002.576172, 000975,  0.975, _,    -00032, 000076, -00033,    
 0002.576172, 000975,  0.975, _,    -00025, 000078, -00036,    
 0002.578125, 000976,  0.976, _,    -00023, 000078, -00035,    
 0002.578125, 000975,  0.975, _,    -00027, 000073, -00032,    
 0002.580078, 000977,  0.977, _,    -00033, 000068, -00033,    
 0002.580078, 000975,  0.975, _,    -00036, 000070, -00034,    
 0002.582031, 000976,  0.976, _,    -00033, 000073, -00031,    
 0002.582031, 000977,  0.977, _,    -00035, 000075, -00028,    
 0002.583984, 000977,  0.977, _,    -00040, 000076, -00032,    
 0002.583984, 000977,  0.977, _,    -00041, 000072, -00035,    
 0002.585938, 000976,  0.976, _,    -00036, 000068, -00031,    
 0002.585938, 000975,  0.975, _,    -00035, 000069, -00030,    
 0002.587891, 000976,  0.976, _,    -00036, 000073, -00033,    
 0002.587891, 000976,  0.976, _,    -00038, 000080, -00031,    
 0002.589844, 000978,  0.978, _,    -00035, 000087, -00031,    
 0002.589844, 000978,  0.978, _,    -00032, 000086, -00036,    
 0002.591797, 000977,  0.977, _,    -00035, 000083, -00037,    
 0002.591797, 000977,  0.977, _,    -00042, 000081, -00037,    
 0002.593750, 000978,  0.978, _,    -00043, 000082, -00034,    
 0002.593750, 000978,  0.978, _,    -00041, 000078, -00032,    
 0002.595703, 000978,  0.978, _,    -00037, 000073, -00032,    
 0002.595703, 000978,  0.978, _,    -00036, 000073, -00028,    
 0002.597656, 000978,  0.978, _,    -00037, 000072, -00024,    
 0002.597656, 000976,  0.976, _,    -00037, 000073, -00025,    
 0002.599609, 000980,  0.980, _,    -00036, 000076, -00027,    
 0002.599609, 000976,  0.976, _,    -00032, 000077, -00029,    
 0002.601562, 000976,  0.976, _,    -00030, 000076, -00029,    
 0002.601562, 000976,  0.976, _,    -00033, 000073, -00027,    
 0002.603516, 000978,  0.978, _,    -00035, 000070, -00027,    
 0002.603516, 000978,  0.978, _,    -00034, 000071, -00033,    
 0002.605469, 000976,  0.976, _,    -00033, 000072, -00037,    
 0002.605469, 000978,  0.978, _,    -00032, 000071, -00034,    
 0002.607422, 000976,  0.976, _,    -00027, 000074, -00034,    
 0002.607422, 000989,  0.989, _,    -00032, 000083, -00039,    
 0002.609375, 000981,  0.981, _,    -00044, 000084, -00039,    
 0002.609375, 000982,  0.982, _,    -00044, 000075, -00036,    
 0002.611328, 000978,  0.978, _,    -00039, 000068, -00034,    
 0002.611328, 000978,  0.978, _,    -00037, 000069, -00034,    
 0002.613281, 000978,  0.978, _,    -00034, 000076, -00037,    
 0002.613281, 000978,  0.978, _,    -00033, 000079, -00032,    
 0002.615234, 000977,  0.977, _,    -00036, 000074, -00029,    
 0002.617188, 000977,  0.977, _,    -00041, 000072, -00029,    
 0002.617188, 000977,  0.977, _,    -00041, 000077, -00028,    
 0002.619141, 000976,  0.976, _,    -00038, 000080, -00029,    
 0002.619141, 000978,  0.978, _,    -00035, 000076, -00030,    
 0002.621094, 000977,  0.977, _,    -00033, 000073, -00028,    
 0002.621094, 000977,  0.977, _,    -00038, 000074, -00025,    
 0002.623047, 000976,  0.976, _,    -00043, 000077, -00025,    
 0002.623047, 000975,  0.975, _,    -00042, 000076, -00029,    
 0002.625000, 000975,  0.975, _,    -00037, 000070, -00036,    
 0002.625000, 000975,  0.975, _,    -00034, 000069, -00037,    
 0002.626953, 000975,  0.975, _,    -00032, 000071, -00033,    
 0002.626953, 000975,  0.975, _,    -00029, 000074, -00031,    
 0002.628906, 000975,  0.975, _,    -00031, 000079, -00032,    
 0002.628906, 000980,  0.980, _,    -00033, 000079, -00036,    
 0002.630859, 000978,  0.978, _,    -00031, 000075, -00039,    
 0002.630859, 000976,  0.976, _,    -00030, 000073, -00040,    
 0002.632812, 000977,  0.977, _,    -00028, 000073, -00035,    
 0002.632812, 000976,  0.976, _,    -00030, 000076, -00033,    
 0002.634766, 000976,  0.976, _,    -00028, 000081, -00035,    
 0002.634766, 000975,  0.975, _,    -00026, 000080, -00034,    
 0002.636719, 000975,  0.975, _,    -00028, 000074, -00031,    
 0002.636719, 000976,  0.976, _,    -00030, 000072, -00029,    
 0002.638672, 000975,  0.975, _,    -00031, 000075, -00029,    
 0002.638672, 000977,  0.977, _,    -00034, 000078, -00028,    
 0002.640625, 000977,  0.977, _,    -00035, 000080, -00030,    
 0002.640625, 000979,  0.979, _,    -00035, 000077, -00035,    
 0002.642578, 000977,  0.977, _,    -00031, 000076, -00037,    
 0002.642578, 000976,  0.976, _,    -00027, 000078, -00037,    
 0002.644531, 000975,  0.975, _,    -00031, 000080, -00034,    
 0002.644531, 000976,  0.976, _,    -00037, 000079, -00034,    
 0002.646484, 000976,  0.976, _,    -00044, 000076, -00037,    
 0002.646484, 000975,  0.975, _,    -00045, 000075, -00039,    
 0002.648438, 000976,  0.976, _,    -00043, 000079, -00035,    
 0002.648438, 000978,  0.978, _,    -00041, 000079, -00029,    
 0002.650391, 000977,  0.977, _,    -00038, 000074, -00027,    
 0002.650391, 000976,  0.976, _,    -00036, 000069, -00032,    
 0002.652344, 000975,  0.975, _,    -00038, 000067, -00036,    
 0002.652344, 000975,  0.975, _,    -00039, 000068, -00036,    
 0002.654297, 000977,  0.977, _,    -00037, 000075, -00037,    
 0002.654297, 000975,  0.975, _,    -00039, 000079, -00035,    
 0002.656250, 000975,  0.975, _,    -00038, 000078, -00033,    
 0002.656250, 000976,  0.976, _,    -00032, 000073, -00030,    
 0002.658203, 000976,  0.976, _,    -00028, 000074, -00028,    
 0002.660156, 000977,  0.977, _,    -00030, 000079, -00029,    
 0002.660156, 000976,  0.976, _,    -00035, 000078, -00033,    
 0002.662109, 000976,  0.976, _,    -00036, 000073, -00034,    
 0002.662109, 000974,  0.974, _,    -00035, 000071, -00031,    
 0002.664062, 000976,  0.976, _,    -00036, 000070, -00029,    
 0002.664062, 000977,  0.977, _,    -00035, 000073, -00031,    
 0002.666016, 000978,  0.978, _,    -00036, 000075, -00033,    
 0002.666016, 000977,  0.977, _,    -00032, 000078, -00032,    
 0002.667969, 000978,  0.978, _,    -00032, 000082, -00032,    
 0002.667969, 000977,  0.977, _,    -00034, 000085, -00032,    
 0002.669922, 000980,  0.980, _,    -00038, 000082, -00032,    
 0002.669922, 000978,  0.978, _,    -00041, 000074, -00031,    
 0002.671875, 000976,  0.976, _,    -00042, 000068, -00030,    
 0002.671875, 000986,  0.986, _,    -00043, 000074, -00029,    
 0002.673828, 000979,  0.979, _,    -00042, 000079, -00033,    
 0002.673828, 000977,  0.977, _,    -00038, 000079, -00038,    
 0002.675781, 000976,  0.976, _,    -00038, 000080, -00038,    
 0002.675781, 000977,  0.977, _,    -00043, 000079, -00035,    
 0002.677734, 000976,  0.976, _,    -00043, 000076, -00035,    
 0002.677734, 000976,  0.976, _,    -00037, 000069, -00035,    
 0002.679688, 000978,  0.978, _,    -00030, 000066, -00035,    
 0002.679688, 000977,  0.977, _,    -00029, 000067, -00033,    
 0002.681641, 000977,  0.977, _,    -00028, 000069, -00032,    
 0002.681641, 000975,  0.975, _,    -00027, 000074, -00035,    
 0002.683594, 000975,  0.975, _,    -00031, 000075, -00035,    
 0002.683594, 000976,  0.976, _,    -00032, 000075, -00030,    
 0002.685547, 000975,  0.975, _,    -00033, 000076, -00030,    
 0002.685547, 000975,  0.975, _,    -00033, 000079, -00034,    
 0002.687500, 000975,  0.975, _,    -00030, 000078, -00034,    
 0002.687500, 000975,  0.975, _,    -00029, 000069, -00031,    
 0002.689453, 000978,  0.978, _,    -00030, 000065, -00032,    
 0002.689453, 000978,  0.978, _,    -00029, 000065, -00038,    
 0002.691406, 000976,  0.976, _,    -00031, 000070, -00038,    
 0002.691406, 000976,  0.976, _,    -00038, 000074, -00036,    
 0002.693359, 000976,  0.976, _,    -00040, 000075, -00036,    
 0002.693359, 000976,  0.976, _,    -00034, 000074, -00039,    
 0002.695312, 000976,  0.976, _,    -00030, 000074, -00039,    
 0002.695312, 000975,  0.975, _,    -00030, 000078, -00035,    
 0002.697266, 000975,  0.975, _,    -00037, 000078, -00031,    
 0002.697266, 000975,  0.975, _,    -00039, 000076, -00033,    
 0002.699219, 000978,  0.978, _,    -00034, 000077, -00037,    
 0002.701172, 000977,  0.977, _,    -00032, 000077, -00035,    
 0002.701172, 000977,  0.977, _,    -00032, 000076, -00034,    
 0002.703125, 000976,  0.976, _,    -00033, 000079, -00034,    
 0002.703125, 000975,  0.975, _,    -00036, 000081, -00036,    
 0002.705078, 000976,  0.976, _,    -00037, 000078, -00036,    
 0002.705078, 000975,  0.975, _,    -00036, 000074, -00037,    
 0002.707031, 000976,  0.976, _,    -00036, 000068, -00037,    
 0002.707031, 000976,  0.976, _,    -00037, 000069, -00036,    
 0002.708984, 000975,  0.975, _,    -00038, 000076, -00033,    
 0002.708984, 000978,  0.978, _,    -00038, 000078, -00031,    
 0002.710938, 000977,  0.977, _,    -00034, 000073, -00032,    
 0002.710938, 000976,  0.976, _,    -00030, 000072, -00034,    
 0002.712891, 000976,  0.976, _,    -00030, 000074, -00035,    
 0002.712891, 000977,  0.977, _,    -00032, 000077, -00036,    
 0002.714844, 000976,  0.976, _,    -00037, 000074, -00037,    
 0002.714844, 000976,  0.976, _,    -00043, 000070, -00035,    
 0002.716797, 000976,  0.976, _,    -00042, 000070, -00034,    
 0002.716797, 000976,  0.976, _,    -00037, 000073, -00035,    
 0002.718750, 000975,  0.975, _,    -00037, 000078, -00037,    
 0002.718750, 000978,  0.978, _,    -00037, 000082, -00038,    
 0002.720703, 000976,  0.976, _,    -00036, 000080, -00040,    
 0002.720703, 000976,  0.976, _,    -00034, 000074, -00041,    
 0002.722656, 000977,  0.977, _,    -00034, 000073, -00036,    
 0002.722656, 000977,  0.977, _,    -00033, 000081, -00032,    
 0002.724609, 000978,  0.978, _,    -00033, 000084, -00028,    
 0002.724609, 000977,  0.977, _,    -00033, 000074, -00028,    
 0002.726562, 000979,  0.979, _,    -00031, 000065, -00034,    
 0002.726562, 000977,  0.977, _,    -00027, 000066, -00036,    
 0002.728516, 000977,  0.977, _,    -00026, 000073, -00034,    
 0002.728516, 000981,  0.981, _,    -00035, 000076, -00032,    
 0002.730469, 000977,  0.977, _,    -00042, 000076, -00028,    
 0002.730469, 000977,  0.977, _,    -00036, 000078, -00026,    
 0002.732422, 000975,  0.975, _,    -00028, 000077, -00027,    
 0002.732422, 000977,  0.977, _,    -00025, 000077, -00029,    
 0002.734375, 000978,  0.978, _,    -00028, 000078, -00028,    
 0002.734375, 000977,  0.977, _,    -00033, 000075, -00027,    
 0002.736328, 000987,  0.987, _,    -00039, 000079, -00026,    
 0002.736328, 000978,  0.978, _,    -00043, 000083, -00027,    
 0002.738281, 000978,  0.978, _,    -00041, 000079, -00032,    
 0002.738281, 000980,  0.980, _,    -00034, 000076, -00035,    
 0002.740234, 000978,  0.978, _,    -00030, 000076, -00032,    
 0002.742188, 000977,  0.977, _,    -00031, 000075, -00029,    
 0002.742188, 000976,  0.976, _,    -00031, 000073, -00033,    
 0002.744141, 000977,  0.977, _,    -00036, 000073, -00037,    
 0002.744141, 000977,  0.977, _,    -00041, 000073, -00037,    
 0002.746094, 000975,  0.975, _,    -00046, 000074, -00034,    
 0002.746094, 000976,  0.976, _,    -00046, 000073, -00033,    
 0002.748047, 000976,  0.976, _,    -00040, 000072, -00032,    
 0002.748047, 000976,  0.976, _,    -00039, 000075, -00033,    
 0002.750000, 000978,  0.978, _,    -00037, 000076, -00035,    
 0002.750000, 000977,  0.977, _,    -00030, 000077, -00033,    
 0002.751953, 000978,  0.978, _,    -00025, 000077, -00030,    
 0002.751953, 000975,  0.975, _,    -00028, 000077, -00025,    
 0002.753906, 000976,  0.976, _,    -00036, 000078, -00024,    
